,fighter1,fighter2,method,date,event,class
3393,Randy Couture,Mark Coleman,Technical Submission,"Feb 6, 2010",UFC 109,Light Heavyweight
3394,Chael Sonnen,Nate Marquardt,Decision,"Feb 6, 2010",UFC 109,Middleweight
3395,Paulo Thiago,Mike Swick,Technical Submission,"Feb 6, 2010",UFC 109,Welterweight
3396,Demian Maia,Dan Miller,Decision,"Feb 6, 2010",UFC 109,Middleweight
3397,Matt Serra,Frank Trigg,KO,"Feb 6, 2010",UFC 109,Welterweight
3398,Mac Danzig,Justin Buchholz,Decision,"Feb 6, 2010",UFC 109,Lightweight
3399,Melvin Guillard,Ronys Torres,Decision,"Feb 6, 2010",UFC 109,Lightweight
3400,Rob Emerson,Phillipe Nover,Decision,"Feb 6, 2010",UFC 109,Lightweight
3401,Phil Davis,Brian Stann,Decision,"Feb 6, 2010",UFC 109,Light Heavyweight
3402,Chris Tuchscherer,Tim Hague,Decision,"Feb 6, 2010",UFC 109,Heavyweight
3403,Joey Beltran,Rolles Gracie Jr.,TKO,"Feb 6, 2010",UFC 109,Heavyweight
3404,Gray Maynard,Nate Diaz,Decision,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Lightweight
3405,Evan Dunham,Efrain Escudero,Submission,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Lightweight
3406,Aaron Simpson,Tom Lawlor,Decision,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Middleweight
3407,Amir Sadollah,Brad Blackburn,Decision,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Welterweight
3408,Chris Leben,Jay Silva,Decision,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Middleweight
3409,Rick Story,Jesse Lennox,Decision,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Welterweight
3410,Thiago Tavares,Nik Lentz,Draw,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Lightweight
3411,Rory MacDonald,Mike Guymon,Submission,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Welterweight
3412,Rafael dos Anjos,Kyle Bradley,Decision,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Lightweight
3413,Gerald Harris,John Salter,TKO,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Middleweight
3414,Nick Catone,Jesse Forbes,Decision,"Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz,Middleweight
3415,Rashad Evans,Thiago Silva,Decision,"Jan 2, 2010",UFC 108,Light Heavyweight
3416,Paul Daley,Dustin Hazelett,KO,"Jan 2, 2010",UFC 108,Catchweight
3417,Sam Stout,Joe Lauzon,Decision,"Jan 2, 2010",UFC 108,Lightweight
3418,Jim Miller,Duane Ludwig,Submission,"Jan 2, 2010",UFC 108,Lightweight
3419,Junior dos Santos,Gilbert Yvel,TKO,"Jan 2, 2010",UFC 108,Heavyweight
3420,Martin Kampmann,Jacob Volkmann,Submission,"Jan 2, 2010",UFC 108,Welterweight
3421,Cole Miller,Dan Lauzon,Submission,"Jan 2, 2010",UFC 108,Lightweight
3422,Mark Muñoz,Ryan Jensen,Submission,"Jan 2, 2010",UFC 108,Middleweight
3423,Jake Ellenberger,Mike Pyle,TKO,"Jan 2, 2010",UFC 108,Welterweight
3424,Rafaello Oliveira,John Gunderson,Decision,"Jan 2, 2010",UFC 108,Lightweight
3425,B.J. Penn (c),Diego Sanchez,TKO,"Dec 12, 2009",UFC 107,Lightweight
3426,Frank Mir,Cheick Kongo,Technical Submission,"Dec 12, 2009",UFC 107,Heavyweight
3427,Jon Fitch,Mike Pierce,Decision,"Dec 12, 2009",UFC 107,Welterweight
3428,Kenny Florian,Clay Guida,Submission,"Dec 12, 2009",UFC 107,Lightweight
3429,Stefan Struve,Paul Buentello,Decision,"Dec 12, 2009",UFC 107,Heavyweight
3430,Alan Belcher,Wilson Gouveia,TKO,"Dec 12, 2009",UFC 107,Catchweight
3431,Matt Wiman,Shane Nelson,Decision,"Dec 12, 2009",UFC 107,Lightweight
3432,Johny Hendricks,Ricardo Funch,Decision,"Dec 12, 2009",UFC 107,Welterweight
3433,Rousimar Palhares,Lucio Linhares,Submission,"Dec 12, 2009",UFC 107,Middleweight
3434,DaMarques Johnson,Edgar Garcia,Submission,"Dec 12, 2009",UFC 107,Welterweight
3435,TJ Grant,Kevin Burns,TKO,"Dec 12, 2009",UFC 107,Welterweight
3436,Roy Nelson,Brendan Schaub,KO,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Heavyweight
3437,Matt Hamill,Jon Jones,Disqualification,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Light Heavyweight
3438,Kimbo Slice,Houston Alexander,Decision,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Catchweight
3439,Frankie Edgar,Matt Veach,Submission,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Lightweight
3440,Matt Mitrione,Marcus Jones,KO,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Heavyweight
3441,James McSweeney,Darrill Schoonover,TKO,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Heavyweight
3442,Jon Madsen,Justin Wren,Decision,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Heavyweight
3443,Brian Stann,Rodney Wallace,Decision,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Light Heavyweight
3444,John Howard,Dennis Hallman,KO,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Welterweight
3445,Mark Bocek,Joe Brammer,Submission,"Dec 5, 2009",The Ultimate Fighter: Heavyweights Finale,Lightweight
3446,Forrest Griffin,Tito Ortiz,Decision,"Nov 21, 2009",UFC 106,Light Heavyweight
3447,Josh Koscheck,Anthony Johnson,Submission,"Nov 21, 2009",UFC 106,Welterweight
3448,Paulo Thiago,Jacob Volkmann,Decision,"Nov 21, 2009",UFC 106,Welterweight
3449,Antônio Rogério Nogueira,Luiz Cané,TKO,"Nov 21, 2009",UFC 106,Light Heavyweight
3450,Amir Sadollah,Phil Baroni,Decision,"Nov 21, 2009",UFC 106,Welterweight
3451,Ben Saunders,Marcus Davis,KO,"Nov 21, 2009",UFC 106,Welterweight
3452,Kendall Grove,Jake Rosholt,Submission,"Nov 21, 2009",UFC 106,Middleweight
3453,Brian Foster,Brock Larson,TKO,"Nov 21, 2009",UFC 106,Welterweight
3454,Caol Uno,Fabricio Camoes,Draw,"Nov 21, 2009",UFC 106,Lightweight
3455,George Sotiropoulos,Jason Dent,Submission,"Nov 21, 2009",UFC 106,Lightweight
3456,Randy Couture,Brandon Vera,Decision,"Nov 14, 2009",UFC 105,Light Heavyweight
3457,Dan Hardy,Mike Swick,Decision,"Nov 14, 2009",UFC 105,Welterweight
3458,Michael Bisping,Denis Kang,TKO,"Nov 14, 2009",UFC 105,Middleweight
3459,Matt Brown,James Wilks,TKO,"Nov 14, 2009",UFC 105,Welterweight
3460,Ross Pearson,Aaron Riley,TKO,"Nov 14, 2009",UFC 105,Lightweight
3461,John Hathaway,Paul Taylor,Decision,"Nov 14, 2009",UFC 105,Welterweight
3462,Terry Etim,Shannon Gugerty,Submission,"Nov 14, 2009",UFC 105,Lightweight
3463,Nick Osipczak,Matthew Riddle,TKO,"Nov 14, 2009",UFC 105,Welterweight
3464,Dennis Siver,Paul Kelly,TKO,"Nov 14, 2009",UFC 105,Lightweight
3465,Alexander Gustafsson,Jared Hamman,KO,"Nov 14, 2009",UFC 105,Light Heavyweight
3466,Andre Winner,Rolando Delgado,KO,"Nov 14, 2009",UFC 105,Lightweight
3467,Lyoto Machida (c),Maurício Rua,Decision,"Oct 24, 2009",UFC 104,Light Heavyweight
3468,Cain Velasquez,Ben Rothwell,TKO,"Oct 24, 2009",UFC 104,Heavyweight
3469,Gleison Tibau,Josh Neer,Decision,"Oct 24, 2009",UFC 104,Catchweight
3470,Joe Stevenson,Spencer Fisher,Submission,"Oct 24, 2009",UFC 104,Lightweight
3471,Anthony Johnson,Yoshiyuki Yoshida,TKO,"Oct 24, 2009",UFC 104,Catchweight
3472,Ryan Bader,Eric Schafer,Decision,"Oct 24, 2009",UFC 104,Light Heavyweight
3473,Pat Barry,Antoni Hardonk,TKO,"Oct 24, 2009",UFC 104,Heavyweight
3474,Chael Sonnen,Yushin Okami,Decision,"Oct 24, 2009",UFC 104,Middleweight
3475,Jorge Rivera,Rob Kimmons,TKO,"Oct 24, 2009",UFC 104,Middleweight
3476,Kyle Kingsbury,Razak Al-Hassan,Decision,"Oct 24, 2009",UFC 104,Light Heavyweight
3477,Stefan Struve,Chase Gormley,Submission,"Oct 24, 2009",UFC 104,Heavyweight
3478,Vitor Belfort,Rich Franklin,KO,"Sep 19, 2009",UFC 103,Catchweight
3479,Junior dos Santos,Mirko Cro Cop,TKO,"Sep 19, 2009",UFC 103,Heavyweight
3480,Paul Daley,Martin Kampmann,TKO,"Sep 19, 2009",UFC 103,Welterweight
3481,Josh Koscheck,Frank Trigg,TKO,"Sep 19, 2009",UFC 103,Welterweight
3482,Tyson Griffin,Hermes Franca,KO,"Sep 19, 2009",UFC 103,Catchweight
3483,Efrain Escudero,Cole Miller,TKO,"Sep 19, 2009",UFC 103,Lightweight
3484,Tomasz Drwal,Drew McFedries,Submission,"Sep 19, 2009",UFC 103,Middleweight
3485,Jim Miller,Steve Lopez,TKO,"Sep 19, 2009",UFC 103,Lightweight
3486,Nik Lentz,Rafaello Oliveira,Decision,"Sep 19, 2009",UFC 103,Lightweight
3487,Rick Story,Brian Foster,Submission,"Sep 19, 2009",UFC 103,Welterweight
3488,Eliot Marshall,Jason Brilz,Decision,"Sep 19, 2009",UFC 103,Light Heavyweight
3489,Vladimir Matyushenko,Igor Pokrajac,Decision,"Sep 19, 2009",UFC 103,Light Heavyweight
3490,Rafael dos Anjos,Rob Emerson,Decision,"Sep 19, 2009",UFC 103,Lightweight
3491,Nate Diaz,Melvin Guillard,Submission,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Lightweight
3492,Gray Maynard,Roger Huerta,Decision,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Lightweight
3493,Carlos Condit,Jake Ellenberger,Decision,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Welterweight
3494,Nate Quarry,Tim Credeur,Decision,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Middleweight
3495,Brian Stann,Steve Cantwell,Decision,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Light Heavyweight
3496,Mike Pyle,Chris Wilson,Submission,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Welterweight
3497,C.B. Dollaway,Jay Silva,Decision,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Middleweight
3498,Jeremy Stephens,Justin Buchholz,TKO,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Lightweight
3499,Mike Pierce,Brock Larson,Decision,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Welterweight
3500,Ryan Jensen,Steve Steinbeiss,Technical Submission,"Sep 16, 2009",UFC Fight Night: Diaz vs. Guillard,Middleweight
3501,Antônio Rodrigo Nogueira,Randy Couture,Decision,"Aug 29, 2009",UFC 102,Heavyweight
3502,Thiago Silva,Keith Jardine,KO,"Aug 29, 2009",UFC 102,Light Heavyweight
3503,Jake Rosholt,Chris Leben,Technical Submission,"Aug 29, 2009",UFC 102,Middleweight
3504,Nate Marquardt,Demian Maia,KO,"Aug 29, 2009",UFC 102,Middleweight
3505,Brandon Vera,Krzysztof Soszynski,Decision,"Aug 29, 2009",UFC 102,Light Heavyweight
3506,Aaron Simpson,Ed Herman,TKO,"Aug 29, 2009",UFC 102,Middleweight
3507,Gabriel Gonzaga,Chris Tuchscherer,TKO,"Aug 29, 2009",UFC 102,Heavyweight
3508,Mike Russow,Justin McCully,Decision,"Aug 29, 2009",UFC 102,Heavyweight
3509,Todd Duffee,Tim Hague,KO,"Aug 29, 2009",UFC 102,Heavyweight
3510,Mark Muñoz,Nick Catone,Decision,"Aug 29, 2009",UFC 102,Middleweight
3511,Evan Dunham,Marcus Aurelio,Decision,"Aug 29, 2009",UFC 102,Lightweight
3512,B.J. Penn (c),Kenny Florian,Submission,"Aug 8, 2009",UFC 101,Lightweight
3513,Anderson Silva,Forrest Griffin,KO,"Aug 8, 2009",UFC 101,Light Heavyweight
3514,Aaron Riley,Shane Nelson,Decision,"Aug 8, 2009",UFC 101,Lightweight
3515,Johny Hendricks,Amir Sadollah,TKO,"Aug 8, 2009",UFC 101,Welterweight
3516,Ricardo Almeida,Kendall Grove,Decision,"Aug 8, 2009",UFC 101,Middleweight
3517,Kurt Pellegrino,Josh Neer,Decision,"Aug 8, 2009",UFC 101,Lightweight
3518,John Howard,Tamdan McCrory,Decision,"Aug 8, 2009",UFC 101,Welterweight
3519,Alessio Sakara,Thales Leites,Decision,"Aug 8, 2009",UFC 101,Middleweight
3520,Matthew Riddle,Dan Cramer,Decision,"Aug 8, 2009",UFC 101,Welterweight
3521,George Sotiropoulos,George Roop,Submission,"Aug 8, 2009",UFC 101,Lightweight
3522,Jesse Lennox,Danillo Villefort,TKO,"Aug 8, 2009",UFC 101,Welterweight
3523,Brock Lesnar (c),Frank Mir (ic),TKO,"Jul 11, 2009",UFC 100,Heavyweight
3524,Georges St-Pierre (c),Thiago Alves,Decision,"Jul 11, 2009",UFC 100,Welterweight
3525,Dan Henderson,Michael Bisping,KO,"Jul 11, 2009",UFC 100,Middleweight
3526,Jon Fitch,Paulo Thiago,Decision,"Jul 11, 2009",UFC 100,Welterweight
3527,Yoshihiro Akiyama,Alan Belcher,Decision,"Jul 11, 2009",UFC 100,Middleweight
3528,Mark Coleman,Stephan Bonnar,Decision,"Jul 11, 2009",UFC 100,Light Heavyweight
3529,Jon Jones,Jake O'Brien,Submission,"Jul 11, 2009",UFC 100,Light Heavyweight
3530,Jim Miller,Mac Danzig,Decision,"Jul 11, 2009",UFC 100,Lightweight
3531,Dong Hyun Kim,TJ Grant,Decision,"Jul 11, 2009",UFC 100,Welterweight
3532,Tom Lawlor,C.B. Dollaway,Technical Submission,"Jul 11, 2009",UFC 100,Middleweight
3533,Shannon Gugerty,Matt Grice,Technical Submission,"Jul 11, 2009",UFC 100,Lightweight
3534,Diego Sanchez,Clay Guida,Decision,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight
3535,James Wilks,DaMarques Johnson,Submission,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight
3536,Ross Pearson,Andre Winner,Decision,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight
3537,Chris Lytle,Kevin Burns,Decision,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight
3538,Joe Stevenson,Nate Diaz,Decision,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight
3539,Melvin Guillard,Gleison Tibau,Decision,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight
3540,Brad Blackburn,Edgar Garcia,Decision,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight
3541,Tomasz Drwal,Mike Ciesnolevicz,TKO,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Catchweight
3542,Nick Osipczak,Frank Lester,Submission,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight
3543,Jason Dent,Cameron Dollar,Submission,"Jun 20, 2009",The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight
3544,Rich Franklin,Wanderlei Silva,Decision,"Jun 13, 2009",UFC 99,Catchweight
3545,Cain Velasquez,Cheick Kongo,Decision,"Jun 13, 2009",UFC 99,Heavyweight
3546,Mirko Cro Cop,Mostapha al-Turk,TKO,"Jun 13, 2009",UFC 99,Heavyweight
3547,Mike Swick,Ben Saunders,TKO,"Jun 13, 2009",UFC 99,Welterweight
3548,Spencer Fisher,Caol Uno,Decision,"Jun 13, 2009",UFC 99,Lightweight
3549,Dan Hardy,Marcus Davis,Decision,"Jun 13, 2009",UFC 99,Welterweight
3550,Terry Etim,Justin Buchholz,Submission,"Jun 13, 2009",UFC 99,Lightweight
3551,Dennis Siver,Dale Hartt,Submission,"Jun 13, 2009",UFC 99,Lightweight
3552,Paul Taylor,Peter Sobotta,Decision,"Jun 13, 2009",UFC 99,Welterweight
3553,Paul Kelly,Rolando Delgado,Decision,"Jun 13, 2009",UFC 99,Lightweight
3554,Stefan Struve,Denis Stojnić,Submission,"Jun 13, 2009",UFC 99,Heavyweight
3555,John Hathaway,Rick Story,Decision,"Jun 13, 2009",UFC 99,Welterweight
3556,Lyoto Machida,Rashad Evans (c),KO,"May 23, 2009",UFC 98,Light Heavyweight
3557,Matt Hughes,Matt Serra,Decision,"May 23, 2009",UFC 98,Welterweight
3558,Drew McFedries,Xavier Foupa-Pokam,TKO,"May 23, 2009",UFC 98,Middleweight
3559,Chael Sonnen,Dan Miller,Decision,"May 23, 2009",UFC 98,Middleweight
3560,Frankie Edgar,Sean Sherk,Decision,"May 23, 2009",UFC 98,Lightweight
3561,Brock Larson,Mike Pyle,Submission,"May 23, 2009",UFC 98,Welterweight
3562,Tim Hague,Pat Barry,Submission,"May 23, 2009",UFC 98,Heavyweight
3563,Kyle Bradley,Phillipe Nover,TKO,"May 23, 2009",UFC 98,Lightweight
3564,Krzysztof Soszynski,Andre Gusmao,KO,"May 23, 2009",UFC 98,Light Heavyweight
3565,Yoshiyuki Yoshida,Brandon Wolff,Submission,"May 23, 2009",UFC 98,Welterweight
3566,George Roop,Dave Kaplan,Decision,"May 23, 2009",UFC 98,Lightweight
3567,Anderson Silva (c),Thales Leites,Decision,"Apr 18, 2009",UFC 97,Middleweight
3568,Sam Stout,Matt Wiman,Decision,"Apr 18, 2009",UFC 97,Lightweight
3569,Maurício Rua,Chuck Liddell,KO,"Apr 18, 2009",UFC 97,Light Heavyweight
3570,Krzysztof Soszynski,Brian Stann,Submission,"Apr 18, 2009",UFC 97,Light Heavyweight
3571,Cheick Kongo,Antoni Hardonk,TKO,"Apr 18, 2009",UFC 97,Heavyweight
3572,Luiz Cane,Steve Cantwell,Decision,"Apr 18, 2009",UFC 97,Light Heavyweight
3573,Denis Kang,Xavier Foupa-Pokam,Decision,"Apr 18, 2009",UFC 97,Middleweight
3574,Nate Quarry,Jason MacDonald,TKO,"Apr 18, 2009",UFC 97,Middleweight
3575,Ed Herman,David Loiseau,Decision,"Apr 18, 2009",UFC 97,Middleweight
3576,Mark Bocek,David Bielkheden,Submission,"Apr 18, 2009",UFC 97,Lightweight
3577,TJ Grant,Ryo Chonan,Decision,"Apr 18, 2009",UFC 97,Welterweight
3578,Eliot Marshall,Vinny Magalhães,Decision,"Apr 18, 2009",UFC 97,Light Heavyweight
3579,Martin Kampmann,Carlos Condit,Decision,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Welterweight
3580,Ryan Bader,Carmelo Marrero,Decision,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Light Heavyweight
3581,Tyson Griffin,Rafael dos Anjos,Decision,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Lightweight
3582,Cole Miller,Junie Browning,Submission,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Lightweight
3583,Gleison Tibau,Jeremy Stephens,Decision,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Catchweight
3584,Ricardo Almeida,Matt Horwich,Decision,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Middleweight
3585,Brock Larson,Jesse Sanders,Submission,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Welterweight
3586,Tim Credeur,Nick Catone,Submission,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Middleweight
3587,Jorge Rivera,Nissen Osterneck,Decision,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Middleweight
3588,Rob Kimmons,Joe Vedepo,Technical Submission,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Middleweight
3589,Aaron Simpson,Tim McKenzie,TKO,"Apr 1, 2009",UFC Fight Night: Condit vs. Kampmann,Middleweight
3590,Quinton Jackson,Keith Jardine,Decision,"Mar 7, 2009",UFC 96,Light Heavyweight
3591,Shane Carwin,Gabriel Gonzaga,KO,"Mar 7, 2009",UFC 96,Heavyweight
3592,Matt Brown,Pete Sell,TKO,"Mar 7, 2009",UFC 96,Welterweight
3593,Matt Hamill,Mark Munoz,KO,"Mar 7, 2009",UFC 96,Light Heavyweight
3594,Gray Maynard,Jim Miller,Decision,"Mar 7, 2009",UFC 96,Lightweight
3595,Tamdan McCrory,Ryan Madigan,TKO,"Mar 7, 2009",UFC 96,Welterweight
3596,Kendall Grove,Jason Day,TKO,"Mar 7, 2009",UFC 96,Middleweight
3597,Jason Brilz,Tim Boetsch,Decision,"Mar 7, 2009",UFC 96,Light Heavyweight
3598,Brandon Vera,Michael Patt,TKO,"Mar 7, 2009",UFC 96,Light Heavyweight
3599,Shane Nelson,Aaron Riley,TKO,"Mar 7, 2009",UFC 96,Lightweight
3600,Diego Sanchez,Joe Stevenson,Decision,"Feb 21, 2009",UFC 95,Lightweight
3601,Dan Hardy,Rory Markham,KO,"Feb 21, 2009",UFC 95,Welterweight
3602,Nate Marquardt,Wilson Gouveia,TKO,"Feb 21, 2009",UFC 95,Middleweight
3603,Demian Maia,Chael Sonnen,Submission,"Feb 21, 2009",UFC 95,Middleweight
3604,Paulo Thiago,Josh Koscheck,KO,"Feb 21, 2009",UFC 95,Welterweight
3605,Terry Etim,Brian Cobb,TKO,"Feb 21, 2009",UFC 95,Lightweight
3606,Junior dos Santos,Stefan Struve,TKO,"Feb 21, 2009",UFC 95,Heavyweight
3607,Evan Dunham,Per Eklund,KO,"Feb 21, 2009",UFC 95,Lightweight
3608,Mike Ciesnolevicz,Neil Grove,Submission,"Feb 21, 2009",UFC 95,Heavyweight
3609,Paul Kelly,Troy Mandaloniz,Decision,"Feb 21, 2009",UFC 95,Welterweight
3610,Joe Lauzon,Jeremy Stephens,Submission,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Lightweight
3611,Cain Velasquez,Denis Stojnić,TKO,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Heavyweight
3612,Josh Neer,Mac Danzig,Submission,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Lightweight
3613,Anthony Johnson,Luigi Fioravanti,TKO,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Welterweight
3614,Kurt Pellegrino,Rob Emerson,Submission,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Lightweight
3615,Dan Miller,Jake Rosholt,Submission,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Middleweight
3616,Matt Veach,Matt Grice,TKO,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Lightweight
3617,Gleison Tibau,Rich Clementi,Submission,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Lightweight
3618,Nick Catone,Derek Downey,Submission,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Middleweight
3619,Matthew Riddle,Steve Bruno,Decision,"Feb 7, 2009",UFC Fight Night: Lauzon vs. Stephens,Welterweight
3620,Georges St-Pierre (c),B.J. Penn (c - LW),TKO,"Jan 31, 2009",UFC 94,Welterweight
3621,Lyoto Machida,Thiago Silva,KO,"Jan 31, 2009",UFC 94,Light Heavyweight
3622,Jon Jones,Stephan Bonnar,Decision,"Jan 31, 2009",UFC 94,Light Heavyweight
3623,Karo Parisyan,Dong Hyun Kim,No Contest,"Jan 31, 2009",UFC 94,Welterweight
3624,Clay Guida,Nate Diaz,Decision,"Jan 31, 2009",UFC 94,Lightweight
3625,Jon Fitch,Akihiro Gono,Decision,"Jan 31, 2009",UFC 94,Welterweight
3626,Thiago Tavares,Manvel Gamburyan,Decision,"Jan 31, 2009",UFC 94,Lightweight
3627,John Howard,Chris Wilson,Decision,"Jan 31, 2009",UFC 94,Welterweight
3628,Jake O'Brien,Christian Wellisch,Decision,"Jan 31, 2009",UFC 94,Light Heavyweight
3629,Dan Cramer,Matt Arroyo,Decision,"Jan 31, 2009",UFC 94,Welterweight
3630,Dan Henderson,Rich Franklin,Decision,"Jan 17, 2009",UFC 93,Light Heavyweight
3631,Maurício Rua,Mark Coleman,TKO,"Jan 17, 2009",UFC 93,Light Heavyweight
3632,Rousimar Palhares,Jeremy Horn,Decision,"Jan 17, 2009",UFC 93,Middleweight
3633,Alan Belcher,Denis Kang,Submission,"Jan 17, 2009",UFC 93,Middleweight
3634,Marcus Davis,Chris Lytle,Decision,"Jan 17, 2009",UFC 93,Welterweight
3635,John Hathaway,Tom Egan,TKO,"Jan 17, 2009",UFC 93,Welterweight
3636,Martin Kampmann,Alexandre Barros,TKO,"Jan 17, 2009",UFC 93,Welterweight
3637,Eric Schafer,Antonio Mendes,TKO,"Jan 17, 2009",UFC 93,Light Heavyweight
3638,Tomasz Drwal,Ivan Serati,KO,"Jan 17, 2009",UFC 93,Light Heavyweight
3639,Dennis Siver,Nate Mohr,TKO,"Jan 17, 2009",UFC 93,Lightweight
3640,Rashad Evans,Forrest Griffin (c),TKO,"Dec 27, 2008",UFC 92,Light Heavyweight
3641,Frank Mir,Antônio Rodrigo Nogueira (ic),TKO,"Dec 27, 2008",UFC 92,Heavyweight
3642,C.B. Dollaway,Mike Massenzio,TKO,"Dec 27, 2008",UFC 92,Middleweight
3643,Quinton Jackson,Wanderlei Silva,KO,"Dec 27, 2008",UFC 92,Light Heavyweight
3644,Cheick Kongo,Mostapha al-Turk,TKO,"Dec 27, 2008",UFC 92,Heavyweight
3645,Yushin Okami,Dean Lister,Decision,"Dec 27, 2008",UFC 92,Middleweight
3646,Antoni Hardonk,Mike Wessel,TKO,"Dec 27, 2008",UFC 92,Heavyweight
3647,Matt Hamill,Reese Andy,TKO,"Dec 27, 2008",UFC 92,Light Heavyweight
3648,Brad Blackburn,Ryo Chonan,Decision,"Dec 27, 2008",UFC 92,Welterweight
3649,Pat Barry,Dan Evensen,TKO,"Dec 27, 2008",UFC 92,Heavyweight
3650,Efrain Escudero,Phillipe Nover,Decision,"Dec 13, 2008",The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Lightweight
3651,Ryan Bader,Vinny Magalhães,KO,"Dec 13, 2008",The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Light Heavyweight
3652,Anthony Johnson,Kevin Burns,KO,"Dec 13, 2008",The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Welterweight
3653,Wilson Gouveia,Jason MacDonald,Submission,"Dec 13, 2008",The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Catchweight
3654,Junie Browning,Dave Kaplan,Submission,"Dec 13, 2008",The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Lightweight
